Date,Name,SubDept,Department,Revenue,Cost,GP,Qty,Year,Week,Month,DOW
2026-03-21,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,35.51,22.5,13.009999999999998,9.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,35.51,22.5,13.009999999999998,9.0,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,51.87,32.5,19.369999999999997,13.0,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,95.76,60.0,35.760000000000005,24.0,2026,2026-03-23,2026-03-01,Friday
2026-03-28,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.94,15.0,8.940000000000001,6.0,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.14,15.0,8.14,6.0,2026,2026-03-30,2026-03-01,Monday
2026-03-31,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.94,15.0,8.940000000000001,6.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,107.73,67.5,40.230000000000004,27.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,59.79,52.5,7.289999999999999,21.0,2026,2026-04-06,2026-04-01,Tuesday
2026-04-08,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,38.37,32.5,5.869999999999997,13.0,2026,2026-04-06,2026-04-01,Wednesday
2026-04-09,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,32.91,22.5,10.409999999999997,9.0,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,43.89,27.5,16.39,11.0,2026,2026-04-06,2026-04-01,Friday
2026-04-11,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,35.91,22.5,13.409999999999997,9.0,2026,2026-04-13,2026-04-01,Monday
2026-04-14,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,35.91,22.5,13.409999999999997,9.0,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.94,15.0,8.940000000000001,6.0,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,83.79,52.5,31.290000000000006,21.0,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,98.55,62.5,36.05,25.0,2026,2026-04-13,2026-04-01,Friday
2026-04-18,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-04-13,2026-04-01,Saturday
2026-04-20,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,27.93,15.4,12.53,7.0,2026,2026-04-20,2026-04-01,Monday
2026-04-21,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,35.91,19.8,16.109999999999996,9.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,26.1,19.8,6.300000000000001,9.0,2026,2026-04-20,2026-04-01,Wednesday
2026-04-23,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,20.3,15.4,4.9,7.0,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,75.11,57.2,17.909999999999997,26.0,2026,2026-04-20,2026-04-01,Friday
2026-04-27,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,40.6,30.8,9.8,14.0,2026,2026-04-27,2026-04-01,Monday
2026-04-28,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,69.6,52.8,16.799999999999997,24.0,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,31.92,20.0,11.920000000000002,8.0,2026,2026-04-27,2026-04-01,Wednesday
2026-04-30,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,27.93,17.5,10.43,7.0,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,106.93,67.5,39.43000000000001,27.0,2026,2026-04-27,2026-05-01,Friday
2026-05-02,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-04-27,2026-05-01,Saturday
2026-05-04,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,67.83,37.4,30.43,17.0,2026,2026-05-04,2026-05-01,Monday
2026-05-05,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,67.83,37.4,30.43,17.0,2026,2026-05-04,2026-05-01,Tuesday
2026-05-06,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.2,17.6,5.599999999999998,8.0,2026,2026-05-04,2026-05-01,Wednesday
2026-05-07,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,26.1,19.8,6.300000000000001,9.0,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,66.41,50.6,15.809999999999995,23.0,2026,2026-05-04,2026-05-01,Friday
2026-05-09,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,43.5,33.0,10.5,15.0,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.2,17.6,5.599999999999998,8.0,2026,2026-05-11,2026-05-01,Monday
2026-05-12,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,63.8,48.4,15.399999999999999,22.0,2026,2026-05-11,2026-05-01,Tuesday
2026-05-13,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,43.89,27.5,16.39,11.0,2026,2026-05-11,2026-05-01,Wednesday
2026-05-14,R/BOW FRESH BABY SPINACH 120G,Salads,FRUIT & VEG,23.54,15.0,8.54,6.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-07,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-03-02,2026-03-01,Saturday
2026-03-16,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-03-16,2026-03-01,Monday
2026-03-23,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-03-23,2026-03-01,Monday
2026-03-26,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-03-23,2026-03-01,Thursday
2026-03-30,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-03-30,2026-03-01,Monday
2026-04-04,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-03-30,2026-04-01,Saturday
2026-04-20,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,2.64,3.1,-0.45999999999999996,1.0,2026,2026-04-20,2026-04-01,Monday
2026-04-24,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-04-20,2026-04-01,Friday
2026-05-13,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,3.17,3.1,0.06999999999999984,1.0,2026,2026-05-11,2026-05-01,Wednesday
2026-05-14,R/BOW FRESH KALE P/PACK 250GM,Salads,FRUIT & VEG,5.29,3.1,2.19,1.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-05,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,11.6,8.8,2.799999999999999,4.0,2026,2026-03-02,2026-03-01,Thursday
2026-03-06,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,13.05,11.0,2.0500000000000007,5.0,2026,2026-03-02,2026-03-01,Friday
2026-03-07,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,5.8,4.4,1.3999999999999995,2.0,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,21.75,19.8,1.9499999999999993,9.0,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,27.93,17.5,10.43,7.0,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,11.98,10.0,1.9800000000000004,4.0,2026,2026-03-09,2026-03-01,Friday
2026-03-14,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-03-09,2026-03-01,Saturday
2026-03-16,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,22.74,15.0,7.739999999999998,6.0,2026,2026-03-16,2026-03-01,Monday
2026-03-17,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,21.54,15.0,6.539999999999999,6.0,2026,2026-03-16,2026-03-01,Wednesday
2026-03-20,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-03-16,2026-03-01,Friday
2026-03-23,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,22.44,15.0,7.440000000000001,6.0,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-03-23,2026-03-01,Friday
2026-03-28,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,17.98,17.5,0.4800000000000004,7.0,2026,2026-03-30,2026-03-01,Monday
2026-03-31,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,2.49,2.5,-0.009999999999999787,1.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,30.42,20.0,10.420000000000002,8.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,22.44,15.0,7.440000000000001,6.0,2026,2026-04-06,2026-04-01,Tuesday
2026-04-09,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-04-06,2026-04-01,Friday
2026-04-11,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-04-13,2026-04-01,Monday
2026-04-14,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,1.49,2.5,-1.01,1.0,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,2.98,5.0,-2.02,2.0,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,39.9,25.0,14.899999999999999,10.0,2026,2026-04-13,2026-04-01,Friday
2026-04-18,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-04-13,2026-04-01,Saturday
2026-04-20,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-04-20,2026-04-01,Monday
2026-04-21,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,2.9,2.2,0.6999999999999997,1.0,2026,2026-04-20,2026-04-01,Wednesday
2026-04-23,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,26.1,19.8,6.300000000000001,9.0,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,11.6,8.8,2.799999999999999,4.0,2026,2026-04-20,2026-04-01,Friday
2026-04-27,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,13.05,13.2,-0.14999999999999858,6.0,2026,2026-04-27,2026-04-01,Monday
2026-04-28,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,14.5,11.0,3.5,5.0,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,13.15,8.8,4.35,4.0,2026,2026-04-27,2026-04-01,Wednesday
2026-04-30,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,34.55,26.4,8.149999999999999,12.0,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,19.5,11.0,8.5,5.0,2026,2026-04-27,2026-05-01,Friday
2026-05-04,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,11.7,6.6,5.1,3.0,2026,2026-05-04,2026-05-01,Monday
2026-05-05,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,31.2,17.6,13.599999999999998,8.0,2026,2026-05-04,2026-05-01,Tuesday
2026-05-07,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,17.4,13.2,4.199999999999999,6.0,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,20.3,15.4,4.9,7.0,2026,2026-05-04,2026-05-01,Friday
2026-05-09,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,2.9,2.2,0.6999999999999997,1.0,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,17.4,17.6,-0.20000000000000284,8.0,2026,2026-05-11,2026-05-01,Monday
2026-05-12,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,10.44,8.8,1.6399999999999988,4.0,2026,2026-05-11,2026-05-01,Tuesday
2026-05-14,R/BOW FRESH MESCULIN MIX 120GMS,Salads,FRUIT & VEG,7.8,4.4,3.3999999999999995,2.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-05,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,2.9,2.2,0.6999999999999997,1.0,2026,2026-03-02,2026-03-01,Thursday
2026-03-06,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,17.4,13.2,4.199999999999999,6.0,2026,2026-03-02,2026-03-01,Friday
2026-03-07,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,2.9,2.2,0.6999999999999997,1.0,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,31.9,24.2,7.699999999999999,11.0,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,23.94,15.0,8.940000000000001,6.0,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,17.96,12.5,5.460000000000001,5.0,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-03-09,2026-03-01,Friday
2026-03-14,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-03-09,2026-03-01,Saturday
2026-03-16,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-03-16,2026-03-01,Monday
2026-03-17,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,9.57,7.5,2.0700000000000003,3.0,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,14.76,10.0,4.76,4.0,2026,2026-03-16,2026-03-01,Wednesday
2026-03-19,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,25.53,17.5,8.030000000000001,7.0,2026,2026-03-16,2026-03-01,Thursday
2026-03-20,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,27.93,17.5,10.43,7.0,2026,2026-03-16,2026-03-01,Friday
2026-03-21,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,19.95,12.5,7.449999999999999,5.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,23.94,15.0,8.940000000000001,6.0,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,31.92,20.0,11.920000000000002,8.0,2026,2026-03-23,2026-03-01,Friday
2026-03-28,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-03-30,2026-03-01,Monday
2026-03-31,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,71.42,45.0,26.42,18.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-07,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.46,10.0,1.4600000000000009,4.0,2026,2026-04-06,2026-04-01,Tuesday
2026-04-08,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-04-06,2026-04-01,Wednesday
2026-04-09,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,6.58,5.0,1.58,2.0,2026,2026-04-06,2026-04-01,Friday
2026-04-11,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,19.74,15.0,4.739999999999998,6.0,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,7.98,5.0,2.9800000000000004,2.0,2026,2026-04-13,2026-04-01,Monday
2026-04-14,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,2.0,2.5,-0.5,1.0,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,35.91,22.5,13.409999999999997,9.0,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,15.96,10.0,5.960000000000001,4.0,2026,2026-04-13,2026-04-01,Friday
2026-04-18,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.99,2.5,1.4900000000000002,1.0,2026,2026-04-13,2026-04-01,Saturday
2026-04-21,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.97,7.5,4.470000000000001,3.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,2.9,2.2,0.6999999999999997,1.0,2026,2026-04-20,2026-04-01,Wednesday
2026-04-23,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.6,8.8,2.799999999999999,4.0,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,17.4,13.2,4.199999999999999,6.0,2026,2026-04-20,2026-04-01,Friday
2026-04-27,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,17.98,17.6,0.379999999999999,8.0,2026,2026-04-27,2026-04-01,Monday
2026-04-28,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,5.8,8.8,-3.000000000000001,4.0,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,1.45,2.2,-0.7500000000000002,1.0,2026,2026-04-27,2026-04-01,Wednesday
2026-05-01,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,15.6,8.8,6.799999999999999,4.0,2026,2026-04-27,2026-05-01,Friday
2026-05-02,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.9,2.2,1.6999999999999997,1.0,2026,2026-04-27,2026-05-01,Saturday
2026-05-04,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.9,2.2,1.6999999999999997,1.0,2026,2026-05-04,2026-05-01,Monday
2026-05-05,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,19.5,11.0,8.5,5.0,2026,2026-05-04,2026-05-01,Tuesday
2026-05-06,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,5.8,4.4,1.3999999999999995,2.0,2026,2026-05-04,2026-05-01,Wednesday
2026-05-07,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,20.01,15.4,4.610000000000001,7.0,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,14.5,11.0,3.5,5.0,2026,2026-05-04,2026-05-01,Friday
2026-05-09,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,8.7,6.6,2.0999999999999996,3.0,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,8.7,6.6,2.0999999999999996,3.0,2026,2026-05-11,2026-05-01,Monday
2026-05-12,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,11.6,8.8,2.799999999999999,4.0,2026,2026-05-11,2026-05-01,Tuesday
2026-05-13,R/BOW FRESH SWEET MIX 120GMS,Salads,FRUIT & VEG,3.9,2.2,1.6999999999999997,1.0,2026,2026-05-11,2026-05-01,Wednesday
2026-04-01,R/BOW FRESH SWEET MIX 200G,Salads,FRUIT & VEG,3.5,2.85,0.6499999999999999,1.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,R/BOW FRESH SWEET MIX 200G,Salads,FRUIT & VEG,21.0,17.1,3.8999999999999986,6.0,2026,2026-03-30,2026-04-01,Thursday
2026-03-31,R/BOW FRESH V/PK BABY SPINACH 200G,Salads,FRUIT & VEG,14.97,8.55,6.42,3.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,R/BOW FRESH V/PK BABY SPINACH 200G,Salads,FRUIT & VEG,7.0,5.7,1.2999999999999998,2.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,R/BOW FRESH V/PK BABY SPINACH 200G,Salads,FRUIT & VEG,6.65,5.7,0.9500000000000002,2.0,2026,2026-03-30,2026-04-01,Thursday
2026-03-06,R/BOW FRESH WILD ROCKET 120G,Salads,FRUIT & VEG,8.7,6.6,2.0999999999999996,3.0,2026,2026-03-02,2026-03-01,Friday
